UNIT_CODE,UNIT_NAME,EVENT_NAME,STATE,LAT,LONG,DATE,PARK_URL,INAT_URL
PAIS,Padre Island National Seashore,2016 National Parks BioBlitz - Padre Island: Dragonfly BioBlitz,TX,26.70366538,-97.34068068,"Mon. July 25 - Mon. August 15, 2016",https://www.nps.gov/pais,http://www.inaturalist.org/projects/padre-island-national-seashore-dragonfly-bioblitz
PEFO,Petrified Forest National Park,2016 National Parks BioBlitz - Petrified Forest Nocturnal ReptileBlitz,AZ,34.98864305,-109.6747177,"Wed. August 10 - Wed. August 17, 2016",https://www.nps.gov/pefo,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-petrified-forest-reptileblitz
PINN,Pinnacles National Park,2016 National Parks BioBlitz - Pinnacles,CA,36.49021462,-121.1809924,"Sat. May 21, 2016",https://www.nps.gov/pinn,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-pinnacles
PIPE,Pipestone National Monument,2016 National Parks BioBlitz - Pipestone,MN,44.01351938,-96.32475523,"Sat. May 21, 2016",https://www.nps.gov/pipe,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-pipestone
PISC,Piscataway Park,2016 National Parks BioBlitz - Piscataway,MD,38.68388278,-77.05511417,"Fri. May 20 - Sat. May 21, 2016",https://www.nps.gov/pisc,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-piscataway
PORE,Point Reyes National Seashore,2016 National Parks BioBlitz - Point Reyes: Mudflat & Terrestrial Invertebrates,CA,38.05500555,-122.8797044,"Fri. May 20, 2016",https://www.nps.gov/pore,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-point-reyes-mudflat-terrestrial-invertebrates
PRPA,President's Park,2016 National Parks BioBlitz - President's Park,DC,38.895617,-77.036583,"Fri. May 20 - Sat. May 21, 2016",https://www.nps.gov/whho,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-president-s-park
PRWI,Prince William Forest Park,2016 National Parks BioBlitz - Prince William Forest,VA,38.57850513,-77.39112608,"Fri. May 20 - Sat. May 21, 2016",https://www.nps.gov/prwi,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-prince-william-forest
PULL,Pullman National Monument,2016 National Parks BioBlitz - Pullman,IL,41.69429163,-87.60873824,"Sat. May 21, 2016",https://www.nps.gov/pull,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-pullman
REDW,Redwood National and State Parks,2016 National Parks BioBlitz - Redwood Waterbird BioBlitz,CA,41.37133097,-124.0316551,"Wed. May 25, 2016",https://www.nps.gov/redw,http://www.inaturalist.org/places/redwood-national-park
RICH,Richmond National Battlefield Park,2016 National Parks BioBlitz - Richmond Battlefield Biota,VA,37.57661115,-77.28293615,"Mon. September 26 - Sun. October 2, 2016",https://www.nps.gov/rich,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-richmond-battlefield-biota
ROCR,Rock Creek Park,2016 National Parks BioBlitz - Rock Creek Park,DC,38.96274064,-77.04605847,"Fri. May 20 - Sat. May 21, 2016",https://www.nps.gov/rocr,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-rock-creek-park
ROMO,Rocky Mountain National Park,2016 National Parks BioBlitz - Rocky Mountain: Dragonfly BioBlitz,CO,40.35565995,-105.697769,"Tue. May 24 - Fri. June 10, 2016",https://www.nps.gov/romo,http://www.inaturalist.org/projects/dragonfly-mercury-project-nps
SAHI,Sagamore Hill National Historic Site,2016 National Parks BioBlitz - Sagamore Hill BirdBlitz,NY,40.88557279,-73.49668653,"Sun. May 29, 2016",https://www.nps.gov/sahi,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-sagamore-hill-birdblitz
SAGU,Saguaro National Park,2016 National Parks BioBlitz - Saguaro Schoolyard BioBlitz,AZ,32.261979,-111.1497,"Fri. January 1 - Sat. December 31, 2016",https://www.nps.gov/sagu,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-saguaro-schoolyard-bioblitz
SAGU,Saguaro National Park,2016 National Parks BioBlitz - Saguaro Schoolyard BioBlitz,AZ,32.17893415,-110.6077205,"Fri. January 1 - Sat. December 31, 2016",https://www.nps.gov/sagu,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-saguaro-schoolyard-bioblitz
SACN,Saint Croix National Scenic Riverway,2016 National Parks BioBlitz - Saint Croix,WI,45.98021519,-91.57848434,"Fri. May 20 - Sat. May 21, 2016",https://www.nps.gov/sacn,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-st-croix
SAGA,Saint-Gaudens National Historic Site,2016 National Parks BioBlitz - Saint-Gaudens,NH,43.50046879,-72.37403165,"Fri. May 20 - Sun. May 22, 2016",https://www.nps.gov/saga,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-saint-gaudens
SAPU,Salinas Pueblo Missions National Monument,2016 National Parks BioBlitz - Salinas Pueblo Missions BirdBlitz,NM,34.25942389,-106.0897997,"Sat. May 14, 2016
",https://www.nps.gov/sapu,http://www.inaturalist.org/places/salinas-pueblo-missions-national-monument
SAPU,Salinas Pueblo Missions National Monument,2016 National Parks BioBlitz - Salinas Pueblo Missions Star Party,NM,34.259762,-106.093024,"Sat. September 3, 2016",https://www.nps.gov/sapu,http://www.inaturalist.org/places/salinas-pueblo-missions-national-monument
SAAN,San Antonio Missions National Historical Park,2016 National Parks BioBlitz - San Antonio Missions,TX,29.33273056,-98.45466742,"Fri. October 28 - Sat. October 29, 2016",https://www.nps.gov/saan,http://www.inaturalist.org/places/san-antonio-missions-national-historical-park
SAJH,San Juan Island National Historical Park,2016 National Parks BioBlitz - San Juan Island,WA,48.462114,-123.0049793,"Mon. May 16 - Sat. May 21, 2016",https://www.nps.gov/sajh,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-san-juan-island
SAMO,Santa Monica Mountains National Recreation Area,2016 National Parks BioBlitz - Santa Monica Mountains,CA,34.08377085,-118.7201796,"Mon. May 16 - Sat. May 21, 2016",https://www.nps.gov/samo,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-santa-monica-mountains
SEKI,Sequoia and Kings Canyon National Parks,2016 National Parks BioBlitz - Sequoia and Kings Canyon,CA,36.50768379,-118.5752033,"Fri. May 20 - Sat. May 21, 2016",https://www.nps.gov/seki,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-sequoia-and-kings-canyon
SEKI,Sequoia and Kings Canyon National Parks,2016 National Parks BioBlitz - Sequoia and Kings Canyon: Newt Blitz,CA,36.871379,-118.55604,"Sat. March 5, 2016",https://www.nps.gov/seki,http://www.inaturalist.org/projects/seki-newt-bioblitz
SHEN,Shenandoah National Park,2016 National Parks BioBlitz - Shenandoah: Mycological Foray,VA,38.28106541,-78.67619963,"Thu. September 8 - Sun. September 11, 2016",https://www.nps.gov/shen,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-shenandoah-mycological-foray
SLBE,Sleeping Bear Dunes National Lakeshore,2016 National Parks BioBlitz - Sleeping Bear Dunes,MI,45.11160542,-86.01521888,"Fri. September 16 - Sat. September 17, 2016",https://www.nps.gov/slbe,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-sleeping-bear-dunes
TAPR,Tallgrass Prairie National Preserve,2016 National Parks BioBlitz - Tallgrass Prairie Pollinators: Wildflowers and Butterflies,KS,38.45135719,-96.57387273,"Sat. June 18 - Sun. June 19, 2016",https://www.nps.gov/tapr,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-tallgrass-prairie-pollinators-wildflowers-and-butterflies
THRO,Theodore Roosevelt National Park,2016 National Parks BioBlitz - Theodore Roosevelt,ND,46.95359206,-103.4592227,"Fri. June 24 - Sat. June 25, 2016",https://www.nps.gov/thro,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-theodore-roosevelt
TICA,Timpanogos Cave National Monument,2016 National Parks BioBlitz - Timpanogos Cave,UT,40.44039704,-111.7093944,"Wed. June 8, 2016",http://www.usee.org/events/bioblitz-2016,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-timpanogos-cave
TUMA,Tumacacori National Historical Park,2016 National Parks BioBlitz - Tumacacori Pollinator BioBlitz,AZ,31.57283049,-111.047764,"Sat. August 20, 2016",https://www.nps.gov/tuma,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-tumacacori-pollinator-bioblitz
UPDE,Upper Delaware Scenic and Recreational River,2016 National Parks BioBlitz - Upper Delaware,PA,41.5167673,-75.00963121,"Fri. June 24 - Sat. June 25, 2016",https://www.nps.gov/upde,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-upper-delaware
VALL,Valles Caldera National Preserve,2016 National Parks BioBlitz - Valles Caldera,NM,35.832105,-106.487006,"Sat. August 27, 2016",https://www.nps.gov/vall,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-valles-caldera
VAFO,Valley Forge NHP,2016 National Parks BioBlitz - Valley Forge: Wildlife Watchers PhotoBlitz,PA,40.10061168,-75.44574105,"Mon. May 16 - Sun. May 22, 2016",https://www.nps.gov/vafo,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-valley-forge-wildlife-watchers-photoblitz
VOYA,Voyageurs National Park,2016 National Parks BioBlitz - Voyageurs,MN,48.48327144,-92.83720626,"Fri. October 7 - Sat. October 8, 2016",https://www.nps.gov/voya,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-voyageurs
WEFA,Weir Farm National Historic Site,2016 National Parks BioBlitz - Weir Farm,CT,41.25675816,-73.45648717,"Fri. May 20 - Sat. May 21, 2016",https://www.nps.gov/wefa,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-weir-farm
WHIS,Whiskeytown National Recreation Area,"2016 National Parks BioBlitz - Whiskeytown: Birds, Bees, and Butterflies BioBlitz",CA,40.6135802,-122.6022603,"Fri. May 13 - Sat. May 14, 2016",https://www.nps.gov/whis,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-whiskeytown-birds-bees-and-butterflies-bioblitz
WICA,Wind Cave National Park,2016 National Parks BioBlitz - Wind Cave Bird Blitz,SD,43.5802025,-103.4390924,"Sat. May 21, 2016",https://www.nps.gov/wica,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-wind-cave-bird-blitz
WOTR,Wolf Trap National Park for the Performing Arts,2016 National Parks BioBlitz - Wolf Trap,VA,38.9379319,-77.26355408,"Sat. May 21, 2016",https://www.nps.gov/wotr,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-wolf-trap
YELL,Yellowstone National Park,2016 National Parks BioBlitz - Yellowstone Dragonfly Hg,WY,44.59644457,-110.5471962,"Sun. May 15 - Mon. August 15, 2016",https://www.nps.gov/yell,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-yellowstone-dragonfly-hg
YOSE,Yosemite National Park,2016 National Parks BioBlitz - Yosemite BloomBlitz,CA,37.84832509,-119.5569774,"Sun. May 22, 2016",https://www.nps.gov/yose,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-yosemite-bloomblitz
ZION,Zion National Park,2016 National Parks BioBlitz - Zion Dragonfly BioBlitz,UT,37.29823699,-113.026442,"Wed. July 13, 2016",https://www.nps.gov/zion,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-zion-dragonfly-bioblitz
LARO,Lake Roosevelt National Recreation Area,2016 National Parks BioBlitz - Lake Roosevelt BugBlitz,WA,47.91163750190,-118.71515359000,"Sat. September 24, 2016",https://www.nps.gov/laro,http://www.inaturalist.org/projects/2016-national-parks-bioblitz-lake-roosevelt-bugblitz
,,,,,,,,
