Name,Park Code,Region,State,Lat,Lng,Website,iNaturalist,Park Website,See Observations in iNaturalist
Jimmy Carter National Historic Site,JICA,SER,GA,32.02631793,-84.43240803,Visit Park Website,Learn More About This Project,https://www.nps.gov/JICA/index.htm,http://www.inaturalist.org/projects/jimmy-carter-nhs-bioblitz
